date,WMA_14,LWR,SMA_10,MOM,RSI_14,CCI_10_0.015,STOCHk_10_10_10,STOCHd_10_10_10,SIGNAL,AD
2014-06-02,40.90377146402995,34.300041198730646,40.95060005187988,-1.7220001220703054,51.54576073183389,11.532066982434207,79.05294788273306,54.81993382112408,-0.2510296729413014,77828295.34294753
2014-06-03,41.01939036051432,40.71346124069221,41.12760009765625,-1.927997589111321,51.770529197959306,-4.6995903687825695,79.96187223141087,59.80764117508616,-0.1705959129463561,75294823.57073003
2014-06-04,41.08152374994187,46.555979410950485,41.30139999389648,-0.908000946044922,50.766669212355694,-56.727983893936646,79.07746350049577,64.7545776871368,-0.1077932614656311,79155043.93189032
2014-06-05,41.19579057239351,38.48054772858644,41.45040016174316,-0.4039993286132812,53.72658812797721,-9.928976370418685,74.07917325043233,68.60552679444582,-0.0506858974606186,81320136.18100888
2014-06-06,41.30904755365281,44.78212887327848,41.51619987487793,-0.1739997863769531,54.99816303701935,33.720600768550604,70.14930651635242,71.14543031417966,0.0037789757900513,74334168.35907063
2014-06-09,41.31439997355143,82.56275101666473,41.476399993896486,1.25,51.56188052320463,-34.46876206532049,63.724017822498375,72.18092566624247,0.0455938324695834,65684470.031211175
2014-06-10,41.221923646472746,122.32505051828484,41.29119987487793,1.5880012512207031,48.15197861618319,-103.61123793115875,55.791750071805154,71.67780162514948,0.0684377486208925,52974412.22304406
2014-06-11,41.17398093087333,72.66992565189713,41.1757999420166,1.1539993286132812,50.68406986980799,-103.59674735115227,50.41923132939793,70.07674067473542,0.0841614554050054,69195734.52804695
2014-06-12,41.09114263625372,84.63480548182135,41.041399765014646,0.8500022888183594,49.54333526353856,-15.064824128744217,44.43577238082537,67.32774906874928,0.0916251250429852,45998298.675527096
2014-06-13,41.088228425525486,29.81248192567452,41.01439971923829,-0.3440017700195454,53.01939035314216,-18.30979369837627,43.23421047827674,63.9925745464228,0.1016529852300719,61202688.338501096
2014-06-16,41.5720571245466,-280.0683656261271,41.41259994506836,-3.934001922607429,67.93913565755426,282.5815889634593,46.97142951510956,60.78442270966045,0.1653912669027256,121372939.48162064
2014-06-17,42.21929517473493,-31.644961429852604,41.94720001220704,-5.535999298095703,71.69616271136866,227.879759005593,50.44252298435105,57.83248778495447,0.2805927177074027,147322135.9443861
2014-06-18,42.70438087100074,15.491994591624811,42.40979995727539,-4.043998718261719,66.30356908895638,131.63994758787769,53.52462017487248,55.27720345239214,0.4093939451641758,125036567.5818056
2014-06-19,43.17518070765904,13.21077466791875,42.827599716186526,-3.923999786376953,66.70074310303926,104.33907177222888,56.57276233876449,53.52656236122535,0.5417366389919201,89430186.84512317
2014-06-20,43.65584731329055,7.082062092407364,43.25599975585938,-4.855998992919922,67.79887559366902,77.2393084312807,59.53736137555221,52.46536784714533,0.6740044413139137,97571195.22398566
2014-06-23,44.29257118588402,-18.8968421271385,43.894199752807616,-6.984001159667976,72.0122026975071,91.63390818827564,65.68224622691068,52.66119068758657,0.8205204476876355,123722373.15823966
2014-06-24,44.741942632766,13.516610644227192,44.49819984436035,-5.605998992919922,66.23835092387934,79.9156794176553,72.16248254998,54.29826393540405,0.9536438403800288,90197533.63517004
2014-06-25,45.2540757678804,0.9792563153317312,45.14659957885742,-6.673999786376953,68.74816384859496,70.0231889319809,77.56734674331642,57.01307547679591,1.082458722402736,113967420.92662688
2014-06-26,45.67468519664946,4.807139934267337,45.78819961547852,-5.835998535156243,67.16804369622787,85.6900461243192,83.26305250967289,60.89580348968066,1.1962545940560436,99860787.4941774
2014-06-27,46.13531385149275,-5.974026617422276,46.440999603271486,-2.889999389648437,69.21205194626599,96.240647275143,86.26893394129723,65.1992758359827,1.3024400963510956,118405060.9320567
2014-06-30,46.55832356044224,-6.920443085760748,46.74999961853028,-1.6780014038085938,69.79730141795223,137.1982445273937,84.55716701772384,68.95784958624412,1.398778922489879,103585123.70434906
2014-07-01,46.900342668805806,2.6275409807066232,46.91099967956543,-2.520000457763679,69.31485000328401,110.33998250386826,83.02695770186389,72.21629305799541,1.4802302846000777,91235425.42418551
2014-07-02,46.90081910632905,82.14831618341788,46.95719985961914,-0.3280029296875,56.57042648064579,-53.27435634820336,77.11315119865117,74.57514616037328,1.5152560842578136,63513025.98439141
2014-07-03,46.847142719087145,88.10107849812402,46.9863998413086,0.0680007934570383,56.375144924840846,-143.0295767480936,71.81095287119011,76.09896521361586,1.515154626625736,72015125.80138274
2014-07-07,46.57424770536877,160.9618601302848,46.84780006408691,2.911998748779304,49.62201348056346,-187.7656392326413,64.38867413461736,76.58409648952235,1.4702849857299944,56746792.121012166
2014-07-08,46.20933332897368,120.6322532696235,46.48479995727539,2.6860008239746094,46.36370792649016,-175.11379246000467,56.4224201202084,75.65811387885213,1.3854422366089691,73789542.42678638
2014-07-09,45.97481900169736,80.99094850342713,46.295999908447264,2.7659988403320312,50.27194424579043,-93.826955382861,51.53141704373513,73.59500732822764,1.2878104366936258,84837804.84450603
2014-07-10,45.65203784760975,98.14199427341318,45.94739990234375,3.2280006408691406,46.94799802201452,-94.25369402716169,44.48703525811937,70.28697617970793,1.1736231656089515,87434957.21326007
